Profile,Country,Patent Number,Licensor,Country New,Patent Number New,Inventor
Main/Main10,FI,FI-EP2559245,GEVC,EP,EP2559245,HEINER KIRCHHOFFER|MARTIN WINKEN|PHILIPP HELLE|DETLEV MARPE|HEIKO SCHWARZ|THOMAS WIEGAND
Main/Main10,FI,FI-EP2568706,LGE,EP,EP2568706,SEUNGWOOK PARK|JOONYOUNG PARK|JUNGSUN KIM|YOUNGHEE CHOI|YONGJOON JEON|JAEWON SUNG|BYEONGMOON JEON|JAEHYUN LIM
Main/Main10,FI,FI-EP2580912,Samsung,EP,EP2580912,TAMMY LEE|WOO JIN HAN|IL KOO KIM|SUN IL LEE
Main/Main10,FI,FI-EP2592832,Samsung,EP,EP2592832,BAE KEUN LEE|YU MI SOHN
Main/Main10,FI,FI-EP2594075,Samsung,EP,EP2594075,JUNG HYE MIN|SUN IL LEE|WOO JIN HAN
Main/Main10,FI,FI-EP2608539,Samsung,EP,EP2608539,TAMMY LEE|WOO JIN HAN
Main/Main10,FI,FI-EP2608540,ETRI,EP,EP2608540,SUNG CHANG LIM|HUI YONG KIM|SE YOON JEONG|SUK HEE CHO|JONG HO KIM|HA HYUN LEE|JIN HO LEE|JIN SOO CHOI|JIN WOONG KIM|CHIE TEUK AHN
Main/Main10,FI,FI-EP2624567,LGE,EP,EP2624567,JUNGSUN KIM|SEUNGWOOK PARK|JAEWON SUNG|JOONYOUNG PARK|BYEONGMOON JEON|JAEHYUN LIM|YONGJOON JEON|YOUNGHEE CHOI
Main/Main10,FI,FI-EP2629526,Samsung,EP,EP2629526,TAMMY LEE|WOO JIN HAN|JIANLE CHEN|HAE KYUNG JUNG
Main/Main10,FI,FI-EP2629527,Samsung,EP,EP2629527,SUN IL LEE|MIN SU CHEON|WOO JIN HAN
Main/Main10,FI,FI-EP2629528,Samsung,EP,EP2629528,SUN IL LEE|MIN SU CHEON|WOO JIN HAN
Main/Main10,FI,FI-EP2636218,GEVC,EP,EP2636218,HEIKO SCHWARZ|HEINER KIRCHHOFFER|PHILIPP HELLE|SIMON OUDIN|JAN STEGEMANN|BENJAMIN BROSS|DETLEV MARPE|THOMAS WIEGAND
Main/Main10,FI,FI-EP2640076,Samsung,EP,EP2640076,ELENA ALSHINA|ALEXANDER ALSHIN|VADIM SEREGIN|NIKOLAY SHLYAKHOV|MAXIM KOROTEEV
Main/Main10,FI,FI-EP2645715,LGE,EP,EP2645715,JAE HYUN LIM|SEUNG WOOK PARK|JUNG SUN KIM|YONG JOON JEON|JOON YOUNG PARK|BYEONG MOON JEON
Main/Main10,FI,FI-EP2664070,GEVC,EP,EP2664070,DETLEV MARPE|TUNG NGUYEN|HEIKO SCHWARZ|THOMAS WIEGAND
Main/Main10,FI,FI-EP2665267,Samsung,EP,EP2665267,JIANLE CHEN|MIN SU CHEON|JAE CHOOL LEE|JUNG HYE MIN|HAE KYUNG JUNG|IL KOO KIM|SANG RAE LEE|KYO HYUK LEE
Main/Main10,FI,FI-EP2665268,Samsung,EP,EP2665268,JIANLE CHEN|MIN SU CHEON|JAE CHOOL LEE|JUNG HYE MIN|HAE KYUNG JUNG|IL KOO KIM|SANG RAE LEE|KYO HYUK LEE
Main/Main10,FI,FI-EP2675169,LGE,EP,EP2675169,JOONYOUNG PARK|SANGCHUL KIM|SEUNGWOOK PARK|JAEHYUN LIM|YONGJOON JEON|BYEONGMOON JEON|YOUNGHEE CHOI|JAEWON SUNG|JUNGSUN KIM|JINGYEONG KIM|TAEIL CHUNG
Main/Main10,FI,FI-EP2677749,Samsung,EP,EP2677749,TAMMY LEE|WOO JIN HAN|KYO HYUK LEE
Main/Main10,FI,FI-EP2685724,LGE,EP,EP2685724,YONG JOON JEON|SEUNG WOOK PARK|JAE HYUN LIM|JUNG SUN KIM|JOON YOUNG PARK|YOUNG HEE CHOI|JAE WON SUNG|BYEONG MOON JEON
Main/Main10,FI,FI-EP2693752,GEVC,EP,EP2693752,HEINER KIRCHHOFFER|HEIKO SCHWARZ|TUNG NGUYEN|DETLEV MARPE|THOMAS WIEGAND
Main/Main10,FI,FI-EP2697973,HFI,EP,EP2697973,CHIH MING FU|CHIA YANG TSAI|CHIH WEI HSU|CHING YEH CHEN|YU WEN HUANG|SHAW MIN LEI
Main/Main10,FI,FI-EP2704435,LGE,EP,EP2704435,JOONYOUNG PARK|SEUNGWOOK PARK|JAEHYUN LIM|JUNGSUN KIM|YOUNGHEE CHOI|BYEONGMOON JEON|YONGJOON JEON
Main/Main10,FI,FI-EP2709361,Huawei,EP,EP2709361,CHANGCAI LAI
Main/Main10,FI,FI-EP2712198,Samsung,EP,EP2712198,ELENA ALSHINA|ALEXANDER ALSHIN|VADIM SEREGIN|NIKOLAY SHLYAKHOV|MAXIM KOROTEEV
Main/Main10,FI,FI-EP2712200,Samsung,EP,EP2712200,ELENA ALSHINA|ALEXANDER ALSHIN|VADIM SEREGIN|NIKOLAY SHLYAKHOV|MAXIM KOROTEEV
Main/Main10,FI,FI-EP2713617,Samsung,EP,EP2713617,ELENA ALSHINA|ALEXANDER ALSHIN|VADIM SEREGIN|NIKOLAY SHLYAKHOV|MAXIM KOROTEEV
Main/Main10,FI,FI-EP2713618,Samsung,EP,EP2713618,ELENA ALSHINA|ALEXANDER ALSHIN|VADIM SEREGIN|NIKOLAY SHLYAKHOV|MAXIM KOROTEEV
Main/Main10,FI,FI-EP2717574,JVCKENWOOD,EP,EP2717574,HIROYA NAKAMURA|MASAYOSHI NISHITANI|SHIGERU FUKUSHIMA|MOTOHARU UEDA
Main/Main10,FI,FI-EP2721822,GEVC,EP,EP2721822,VALERI GEORGE|BENJAMIN BROSS|HEINER KIRCHHOFFER|DETLEV MARPE|TUNG NGUYEN|MATTHIAS PREISS|MISCHA SIEKMANN|JAN STEGEMANN|THOMAS WIEGAND
Main/Main10,FI,FI-EP2723078,ETRI,EP,EP2723078,JIN HO LEE|HUI YONG KIM|SUNG CHANG LIM|JIN SOO CHOI|JIN WOONG KIM
Main/Main10,FI,FI-EP2725792,Sun Patent,EP,EP2725792,HISAO SASAI|TAKAHIRO NISHI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|KYOKO TANIKAWA|TORU MATSUNOBU
Main/Main10,FI,FI-EP2725797,Huawei,EP,EP2725797,TAKANORI YAMAZAKI|TOMOHIRO IKAI|TOMOYUKI YAMAMOTO|YUKINOBU YASUGI
Main/Main10,FI,FI-EP2728866,Samsung,EP,EP2728866,IL KOO KIM|VADIM SEREGIN
Main/Main10,FI,FI-EP2728875,LGE,EP,EP2728875,SEUNG WOOK PARK|JAE HYUN LIM|JUNG SUN KIM|JOON YOUNG PARK|YOUNG HEE CHOI|BYEONG MOON JEON|YONG JOON JEON
Main/Main10,FI,FI-EP2732625,GEVC,EP,EP2732625,VALERI GEORGE|ANASTASIA HENKEL|HEINER KIRCHHOFFER|DETLEV MARPE|THOMAS SCHIERL
Main/Main10,FI,FI-EP2733939,Huawei,EP,EP2733939,HAITAO YANG|JIANTONG ZHOU|BIN LI|HOUQIANG LI
Main/Main10,FI,FI-EP2739053,Sun Patent,EP,EP2739053,HISAO SASAI|TAKAHIRO NISHI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|KYOKO TANIKAWA|TORU MATSUNOBU
Main/Main10,FI,FI-EP2742691,HFI,EP,EP2742691,XUN GUO|JICHENG AN|CHIH WEI HSU|YU WEN HUANG|SHAW MIN LEI
Main/Main10,FI,FI-EP2744204,Samsung,EP,EP2744204,ELENA ALSHINA|JIANLE CHEN|WOO JIN HAN
Main/Main10,FI,FI-EP2750387,LGE,EP,EP2750387,HENDRY HENDRY|SEUNGWOOK PARK|JAEHYUN LIM|YONGJOON JEON|CHULKEUN KIM|JUNGSUN KIM|NAERI PARK|BYEONGMOON JEON|JOONYOUNG PARK
Main/Main10,FI,FI-EP2755389,LGE,EP,EP2755389,YONGJOON JEON|SEUNGWOOK PARK|JAEHYUN LIM|CHULKEUN KIM|JUNGSUN KIM|NAERI PARK|HENDRY HENDRY|BYEONGMOON JEON|JOONYOUNG PARK
Main/Main10,FI,FI-EP2760138,GEVC,EP,EP2760138,DETLEV MARPE|TUNG NGUYEN|HEIKO SCHWARZ|THOMAS WIEGAND
Main/Main10,FI,FI-EP2765708,Panasonic,EP,EP2765708,SHINYA KADONO|YOSHINORI MATSUI|SATOSHI KONDO
Main/Main10,FI,FI-EP2768144,GEVC,EP,EP2768144,DETLEV MARPE|TUNG NGUYEN|HEIKO SCHWARZ|THOMAS WIEGAND
Main/Main10,FI,FI-EP2768145,GEVC,EP,EP2768145,DETLEV MARPE|TUNG NGUYEN|HEIKO SCHWARZ|THOMAS WIEGAND
Main/Main10,FI,FI-EP2773109,Samsung,EP,EP2773109,YIN JI PIAO|JUNG HYE MIN
Main/Main10,FI,FI-EP2775711,LGE,EP,EP2775711,SEUNGWOOK PARK|JAEHYUN LIM|YONGJOON JEON|CHULKEUN KIM|JUNGSUN KIM|NAERI PARK|HENDRY HENDRY|BYEONGMOON JEON|JOONYOUNG PARK
Main/Main10,FI,FI-EP2777269,DIAB,EP,EP2777269,FELIX HENRY|GORDON CLARE
Main/Main10,FI,FI-EP2777270,DIAB,EP,EP2777270,FELIX HENRY|GORDON CLARE
Main/Main10,FI,FI-EP2777281,Huawei,EP,EP2777281,KIRAN MISRA|CHRISTOPHER A SEGALL
Main/Main10,FI,FI-EP2782342,Huawei,EP,EP2782342,YONGBING LIN|XIAOZHEN ZHENG
Main/Main10,FI,FI-EP2793467,JVCKENWOOD,EP,EP2793467,MASAYOSHI NISHITANI|HIROYA NAKAMURA|SHIGERU FUKUSHIMA|MOTOHARU UEDA
Main/Main10,FI,FI-EP2802146,JVCKENWOOD,EP,EP2802146,HIROYA NAKAMURA|SHIGERU FUKUSHIMA|HIDEKI TAKEHARA
Main/Main10,FI,FI-EP2804383,Samsung,EP,EP2804383,JIANIE CHEN|MIN SU CHEON|JAE CHOOL LEE|JUNG HYE MIN|HAE KYUNG JUNG|IL KOO KIM|SANG RAE LEE|KYO HYUK LEE
Main/Main10,FI,FI-EP2806637,ETRI,EP,EP2806637,SUNG CHANG LIM|HUI YONG KIM|JIN HO LEE|JIN SOO CHOI|JIN WOONG KIM
Main/Main10,FI,FI-EP2811745,Samsung,EP,EP2811745,TAMMY LEE
Main/Main10,FI,FI-EP2838260,JVCKENWOOD,EP,EP2838260,TORU KUMAKURA|SHIGERU FUKUSHIMA
Main/Main10,FI,FI-EP2838261,JVCKENWOOD,EP,EP2838261,HIROYA NAKAMURA|SHIGERU FUKUSHIMA|HIDEKI TAKEHARA
Main/Main10,FI,FI-EP2838267,Samsung,EP,EP2838267,WOO JIN HAN|JUNG HYE MIN|IL KOO KIM
Main/Main10,FI,FI-EP2838270,Samsung,EP,EP2838270,IL KOO KIM|VADIM SEREGIN
Main/Main10,FI,FI-EP2840788,ETRI,EP,EP2840788,JUNG WON KANG|HA HYUN LEE|JIN SOO CHOI|JIN WOONG KIM
Main/Main10,FI,FI-EP2840789,Samsung,EP,EP2840789,CHAN YUL KIM|JAE HYUN KIM|JEONG HOON PARK
Main/Main10,FI,FI-EP2842318,GEVC,EP,EP2842318,THOMAS SCHIERL|VALERI GEORGE|ANASTASIA HENKEL|DETLEV MARPE|KARSTEN GRÜNEBERG|ROBERT SKUPIN
Main/Main10,FI,FI-EP2854398,Samsung,EP,EP2854398,ELENA ALSHINA|ALEXANDER ALSHIN
Main/Main10,FI,FI-EP2858366,Samsung,EP,EP2858366,TAMMY LEE|WOO JIN HAN|IL KOO KIM|SUN IL LEE
Main/Main10,FI,FI-EP2860980,Samsung,EP,EP2860980,ALEXANDER ALSHIN|ELENA ALSHINA|JIANLE CHEN|WOO JIN HAN|NIKOLAY SHLYAKHOV|YOON MI HONG
Main/Main10,FI,FI-EP2863639,Samsung,EP,EP2863639,JIANIE CHEN|MIN SU CHEON|JAE CHOOL LEE|JUNG HYE MIN|HAE KYUNG JUNG|IL KOO KIM|SANG RAE LEE|KYO HYUK LEE
Main/Main10,FI,FI-EP2866442,Samsung,EP,EP2866442,TAMMY LEE|WOO JIN HAN|JIANLE CHEN|HAE KYUNG JUNG
Main/Main10,FI,FI-EP2869563,Samsung,EP,EP2869563,IL KOO KIM
Main/Main10,FI,FI-EP2882188,Samsung,EP,EP2882188,JIANIE CHEN|MIN SU CHEON|JAE CHOOL LEE|JUNG HYE MIN|HAE KYUNG JUNG|IL KOO KIM|SANG RAE LEE|KYO HYUK LEE
Main/Main10,FI,FI-EP2882190,HFI,EP,EP2882190,CHIH MING FU|CHING YEH CHEN|CHIA YANG TSAI|YU WEN HUANG|SHAW MIN LEI
Main/Main10,FI,FI-EP2884749,Samsung,EP,EP2884749,IL KOO KIM|VADIM SEREGIN
Main/Main10,FI,FI-EP2887670,Samsung,EP,EP2887670,IL KOO KIM|VADIM SEREGIN
Main/Main10,FI,FI-EP2890123,Samsung,EP,EP2890123,TAMMY LEE|WOO JIN HAN|JIANLE CHEN|HAE KYUNG JUNG
Main/Main10,FI,FI-EP2894855,Docomo,EP,EP2894855,MITSURU KOBAYASHI|MINORU ETOH|SATORU ADACHI|CHOONG SENG BOON
Main/Main10,FI,FI-EP2897364,Samsung,EP,EP2897364,WOO JIN HAN|JUNG HYE MIN|IL KOO KIM
Main/Main10,FI,FI-EP2897365,Samsung,EP,EP2897365,TAMMY LEE|WOO JIN HAN|IL KOO KIM|SUN IL LEE
Main/Main10,FI,FI-EP2899979,Samsung,EP,EP2899979,MIN SU CHEON|JUNG HYE MIN|WOO JIN HAN
Main/Main10,FI,FI-EP2899980,Samsung,EP,EP2899980,MIN SU CHEON|JUNG HYE MIN|WOO JIN HAN
Main/Main10,FI,FI-EP2899981,Samsung,EP,EP2899981,MIN SU CHEON|JUNG HYE MIN|WOO JIN HAN
Main/Main10,FI,FI-EP2903273,Samsung,EP,EP2903273,JUNG HYE MIN|ELENA ALSHINA|WOO JIN HAN
Main/Main10,FI,FI-EP2903274,Samsung,EP,EP2903274,JUNG HYE MIN|ELENA ALSHINA|WOO JIN HAN
Main/Main10,FI,FI-EP2903279,Samsung,EP,EP2903279,MIN SU CHEON|JUNG HYE MIN|WOO JIN HAN
Main/Main10,FI,FI-EP2905962,Samsung,EP,EP2905962,JUNG HYE MIN|ELENA ALSHINA|WOO JIN HAN
Main/Main10,FI,FI-EP2908525,Samsung,EP,EP2908525,SUN IL LEE|MIN SU CHEON|WOO JIN HAN
Main/Main10,FI,FI-EP2911398,Samsung,EP,EP2911398,HAE KYUNG JUNG|MIN SU CHEON|JUNG HYE MIN|IL KOO KIM
Main/Main10,FI,FI-EP2911399,Samsung,EP,EP2911399,HAE KYUNG JUNG|MIN SU CHEON|JUNG HYE MIN|IL KOO KIM
Main/Main10,FI,FI-EP2911400,Samsung,EP,EP2911400,HAE KYUNG JUNG|MIN SU CHEON|JUNG HYE MIN|IL KOO KIM
Main/Main10,FI,FI-EP2911401,Samsung,EP,EP2911401,HAE KYUNG JUNG|MIN SU CHEON|JUNG HYE MIN|IL KOO KIM
Main/Main10,FI,FI-EP2920971,Google,EP,EP2920971,YUE YU|JIAN LOU|LIMIN WANG
Main/Main10,FI,FI-EP2924994,LGE,EP,EP2924994,JAE WON SUNG|SEUNG WOOK PARK|YONG JOON JEON|JUNG SUN KIM|YOUNG HEE CHOI|BYEONG MOON JEON|JOON YOUNG PARK
Main/Main10,FI,FI-EP2924995,Samsung,EP,EP2924995,TAMMY LEE|WOO JIN HAN|IL KOO KIM|SUN IL LEE
Main/Main10,FI,FI-EP2924996,Samsung,EP,EP2924996,TAMMY LEE|WOO JIN HAN|IL KOO KIM|SUN IL LEE
Main/Main10,FI,FI-EP2928192,Samsung,EP,EP2928192,MIN SU CHEON|HAE KYUNG JUNG|IL KOO MIN
Main/Main10,FI,FI-EP2940996,Samsung,EP,EP2940996,WOO JIN HAN|JUNG HYE MIN|IL KOO KIM
Main/Main10,FI,FI-EP2940997,Samsung,EP,EP2940997,WOO JIN HAN|JUNG HYE MIN|IL KOO KIM
Main/Main10,FI,FI-EP2940999,Samsung,EP,EP2940999,TAMMY LEE|BYEONG DOO CHOI
Main/Main10,FI,FI-EP2950532,Samsung,EP,EP2950532,TAMMY LEE|WOO JIN HAN
Main/Main10,FI,FI-EP2950539,Samsung,EP,EP2950539,HAE KYUNG JUNG|MIN SU CHEON|JUNG HYE KIM|IL KOO KIM
Main/Main10,FI,FI-EP2950540,Samsung,EP,EP2950540,HAE KYUNG JUNG|MIN SU CHEON|JUNG HYE KIM|IL KOO KIM
Main/Main10,FI,FI-EP2950541,Samsung,EP,EP2950541,HAE KYUNG JUNG|MIN SU CHEON|JUNG HYE KIM|IL KOO KIM
Main/Main10,FI,FI-EP2950542,Samsung,EP,EP2950542,HAE KYUNG JUNG|MIN SU CHEON|JUNG HYE KIM|IL KOO KIM
Main/Main10,FI,FI-EP2950543,Philips,EP,EP2950543,MATTHIAS NARROSCHKE|HANS GEORG MUSMANN
Main/Main10,FI,FI-EP2950544,Philips,EP,EP2950544,MATTHIAS NARROSCHKE|HANS GEORG MUSMANN
Main/Main10,FI,FI-EP2953353,LGE,EP,EP2953353,JAE WON SUNG|SEUNG WOOK PARK|YONG JOON JEON|JUNG SUN KIM|YOUNG HEE CHOI|BYEONG MOON JEON|JOON YOUNG PARK
Main/Main10,FI,FI-EP2953355,Samsung,EP,EP2953355,ALEXANDER ALSHIN|ELENA ALSHINA|JIANLE CHEN|NIKOLAY SHLYAKHOV|YOON MI HONG|WOO JIN HAN
Main/Main10,FI,FI-EP2953356,Samsung,EP,EP2953356,TAMMY LEE|WOO JIN HAN
Main/Main10,FI,FI-EP2955917,Samsung,EP,EP2955917,TAMMY LEE|WOO JIN HAN
Main/Main10,FI,FI-EP2955918,Samsung,EP,EP2955918,TAMMY LEE|WOO JIN HAN
Main/Main10,FI,FI-EP2958323,LGE,EP,EP2958323,JAE WON SUNG|SEUNG WOOK PARK|YONG JOON JEON|JUNG SUN KIM|YOUNG HEE CHOI|BYEONG MOON JEON|JOON YOUNG PARK
Main/Main10,FI,FI-EP2958324,LGE,EP,EP2958324,JAE WON SUNG|SEUNG WOOK PARK|YONG JOON JEON|JUNG SUN KIM|YOUNG HEE CHOI|BYEONG MOON JEON|JOON YOUNG PARK
Main/Main10,FI,FI-EP2981088,DIAB,EP,EP2981088,FELIX HENRY|GORDON CLARE
Main/Main10,FI,FI-EP2986003,Samsung,EP,EP2986003,TAMMY LEE|BYEONG DOO CHOI
Main/Main10,FI,FI-EP2986004,Samsung,EP,EP2986004,TAMMY LEE|BYEONG DOO CHOI
Main/Main10,FI,FI-EP2986005,Samsung,EP,EP2986005,TAMMY LEE|BYEONG DOO CHOI
Main/Main10,FI,FI-EP2991350,DIAB,EP,EP2991350,FELIX HENRY|GORDON CLARE
Main/Main10,FI,FI-EP2991351,DIAB,EP,EP2991351,FELIX HENRY|GORDON CLARE
Main/Main10,FI,FI-EP2991355,GEVC,EP,EP2991355,PHILIPP HELLE|DETLEV MARPE|SIMON OUDIN|THOMAS WIEGAND
Main/Main10,FI,FI-EP2991356,SK Telecom,EP,EP2991356,SUNYEON KIM|BYEUNGWOO JEON|HYOUNGMEE PARK|MINCHEOL PARK|DONGWON KIM|KIBAEK KIM|JUOCK LEE
Main/Main10,FI,FI-EP2996337,Samsung,EP,EP2996337,MIN SU CHEON|WOO JIN HAN|HAE KYUNG JUNG|IL KOO KIM|TAMMY LEE|JIANLE CHEN
Main/Main10,FI,FI-EP2996340,Samsung,EP,EP2996340,MIN SU CHEON|WOO JIN HAN|HAE KYUNG JUNG|IL KOO KIM|TAMMY LEE|JIANLE CHEN
Main/Main10,FI,FI-EP2996341,Samsung,EP,EP2996341,MIN SU CHEON|WOO JIN HAN|HAE KYUNG JUNG|IL KOO KIM|TAMMY LEE|JIANLE CHEN
Main/Main10,FI,FI-EP2996342,Samsung,EP,EP2996342,MIN SU CHEON|WOO JIN HAN|HAE KYUNG JUNG|IL KOO KIM|TAMMY LEE|JIANLE CHEN
Main/Main10,FI,FI-EP2999224,Samsung,EP,EP2999224,ALEXANDER ALSHIN|ELENA ALSHINA|NIKOLAY SHLYAKHOV
Main/Main10,FI,FI-EP2999226,Samsung,EP,EP2999226,ALEXANDER ALSHIN|ELENA ALSHINA|NIKOLAY SHLYAKHOV
Main/Main10,FI,FI-EP2999227,Samsung,EP,EP2999227,ALEXANDER ALSHIN|ELENA ALSHINA|NIKOLAY SHLYAKHOV
Main/Main10,FI,FI-EP3051814,Panasonic,EP,EP3051814,SATOSHI KONDO|SHINYA KADONO|MAKOTO HAGAI|KIYOFUMI ABE
Main/Main10,FI,FI-EP3054679,Panasonic,EP,EP3054679,SATOSHI KONDO|SHINYA KADONO|MAKOTO HAGAI|KIYOFUMI ABE
Main/Main10,FI,FI-EP3059708,Samsung,EP,EP3059708,MIN SU CHEON
Main/Main10,FI,FI-EP3070945,Docomo,EP,EP3070945,YOSHINORI SUZUKI|JUNYA TAKIUE|CHOONG SENG BOON|THIOW KENG TAN
Main/Main10,FI,FI-EP3101900,Samsung,EP,EP3101900,BAE KEUN LEE|YU MI SOHN
Main/Main10,FI,FI-EP3101901,Samsung,EP,EP3101901,BAE KEUN LEE|YU MI SOHN
Main/Main10,FI,FI-EP3104616,Samsung,EP,EP3104616,BAE KEUN LEE|YU MI SOHN
Main/Main10,FI,FI-EP3104617,Samsung,EP,EP3104617,BAE KEUN LEE|YU MI SOHN
Main/Main10,FI,FI-EP3136728,Samsung,EP,EP3136728,VADIM SEREGIN|IL KOO KIM
Main/Main10,FI,FI-EP3136729,Samsung,EP,EP3136729,VADIM SEREGIN|IL KOO KIM
Main/Main10,FI,FI-EP3139596,HFI,EP,EP3139596,XIMIN ZHANG|SHAN LIU
Main/Main10,FI,FI-EP3145197,Samsung,EP,EP3145197,YIN JI PIAO|JUNG HYE MIN
Main/Main10,FI,FI-EP3166317,Samsung,EP,EP3166317,YIN JI PIAO|JUNG HYE MIN
Main/Main10,FI,FI-EP3174295,GEVC,EP,EP3174295,THOMAS SCHIERL|VALERI GEORGE|ANASTASIA HENKEL|DETLEV MARPE|KARSTEN GRÜNEBERG|ROBERT SKUPIN
Main/Main10,FI,FI-EP3182707,DIAB,EP,EP3182707,FELIX HENRY|GORDON CLARE
Main/Main10,FI,FI-EP3197164,Toshiba,EP,EP3197164,AKIYUKI TANIZAWA|TAKESHI CHUJOH
Main/Main10,FI,FI-EP3209018,Huawei,EP,EP3209018,HAITAO YANG|JIANTONG ZHOU|BIN LI|HOUQIANG LI
Main/Main10,FI,FI-EP3209021,DIAB,EP,EP3209021,FELIX HENRY|CLARE GORDON
Main/Main10,FI,FI-EP3211897,Huawei,EP,EP3211897,JIN SONG|MINGYUAN YANG|DONG WANG
Main/Main10,FI,FI-EP3217667,Toshiba,EP,EP3217667,AKIYUKI TANIZAWA|TAKESHI CHUJOH
Main/Main10,FI,FI-EP3232663,Huawei,EP,EP3232663,CHANGCAI LAI
Main/Main10,FI,FI-EP3232664,Samsung,EP,EP3232664,ELENA ALSHINA|ALEXANDER ALSHIN
Main/Main10,FI,FI-EP3244612,GEVC,EP,EP3244612,HEINER KIRCHHOFFER|HEIKO SCHWARZ|TUNG NGUYEN|DETLEV MARPE|THOMAS WIEGAND
Main/Main10,FI,FI-EP3249926,JVCKENWOOD,EP,EP3249926,MASAYOSHI NISHITANI|HIROYA NAKAMURA|SHIGERU FUKUSHIMA|MOTOHARU UEDA
Main/Main10,FI,FI-EP3280145,Samsung,EP,EP3280145,JUNG HYE MIN|SUN SUN IL LEE|WOO JIN HAN
Main/Main10,FI,FI-EP3282696,Samsung,EP,EP3282696,TAMMY LEE|WOO JIN HAN|JIANLE CHEN|HAE KYUNG JUNG
Main/Main10,FI,FI-EP3282705,Samsung,EP,EP3282705,JUNG HYE MIN|SUN LL LEE|WOO JIN HAN
Main/Main10,FI,FI-EP3282707,Samsung,EP,EP3282707,TAMMY LEE
Main/Main10,FI,FI-EP3300371,Samsung,EP,EP3300371,MIN SU CHEON|WOO JIN HAN|HAE KYUNG JUNG|LL KOO KIM|TAMMY LEE|JIANLE CHEN
Main/Main10,FI,FI-EP3301648,GEVC,EP,EP3301648,PHILIPP HELLE|DETLEV MARPE|SIMON OUDIN|THOMAS WIEGAND
Main/Main10,FI,FI-EP3301934,Huawei,EP,EP3301934,KIRAN MISRA|CHRISTOPHER A. SEGALL
Main/Main10,FI,FI-EP3361725,Huawei,EP,EP3361725,TAKANORI YAMAZAKI|TOMOHIRO IKAI|TOMOYUKI YAMAMOTO|YUKINOBU YASUGI
Main/Main10,FI,FI-EP3407610,Sun Patent,EP,EP3407610,HISAO SASAI|TAKAHIRO NISHI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|KYOKO TANIKAWA|TORU MATSUNOBU
Main/Main10,FI,FI-EP3410716,GEVC,EP,EP3410716,HEINER KIRCHHOFFER|HEIKO SCHWARZ|TUNG NGUYEN|DETLEV MARPE|THOMAS WIEGAND
Main/Main10,FI,FI-EP3442228,DIAB,EP,EP3442228,FELIX HENRY|CLARE GORDON
Main/Main10,FI,FI-EP3448031,Toshiba,EP,EP3448031,SAORI ASAKA|TAKESHI CHUJOH|AKIYUKI TANIZAWA|GOKI YASUDA|NAOFUMI WADA|TAKASHI WATANABE
Main/Main10,FI,FI-EP3448035,ETRI,EP,EP3448035,JIN HO LEE|HUI YONG KIM|SE YOON JEONG|SUK HEE CHO|HA HYUN LEE|JONG HO KIM|SUNG CHANG LIM|JIN SOO CHOI|JIN WOONG KIM|CHIE TEUK AHN
Main/Main10,FI,FI-EP3462737,Samsung,EP,EP3462737,JUNG HYE MIN|SUN SUN IL LEE|WOO JIN HAN
Main/Main10,FI,FI-EP3471415,GEVC,EP,EP3471415,VALERI GEORGE|BENJAMIN BROSS|HEINER KIRCHHOFFER|DETLEV MARPE|TUNG NGUYEN|MATTHIAS PREISS|MISCHA SIEKMANN|JAN STEGEMANN|THOMAS WIEGAND
Main/Main10,FI,FI-EP3471416,GEVC,EP,EP3471416,HEINER KIRCHHOFFER|HEIKO SCHWARZ|TUNG NGUYEN|DETLEV MARPE|THOMAS WIEGAND
Main/Main10,FI,FI-EP3471420,Google,EP,EP3471420,YUE YU|KRIT PANUSOPONE|LIMIN WANG
Main/Main10,FI,FI-EP3481068,GEVC,EP,EP3481068,THOMAS SCHIERL|VALERI GEORGE|ANASTASIA HENKEL|DETLEV MARPE|KARSTEN GRÜNEBERG|ROBERT SKUPIN
Main/Main10,FI,FI-EP3503554,JVCKENWOOD,EP,EP3503554,HIROYA NAKAMURA|SHIGERU FUKUSHIMA|HIDEKI TAKEHARA
Main/Main10,FI,FI-EP3512197,DLLC,EP,EP3512197,SUN YOUNG LEE
Main/Main10,FI,FI-EP3515078,JVCKENWOOD,EP,EP3515078,TORU KUMAKURA|SHIGERU FUKUSHIMA
Main/Main10,FI,FI-EP3515079,JVCKENWOOD,EP,EP3515079,TORU KUMAKURA|SHIGERU FUKUSHIMA
Main/Main10,FI,FI-EP3550836,Huawei,EP,EP3550836,HAITAO YANG|BIN LI|HOUQIANG LI|JIANTONG ZHOU
Main/Main10,FI,FI-EP3654651,JVCKENWOOD,EP,EP3654651,HIROYA NAKAMURA|SHIGERU FUKUSHIMA|HIDEKI TAKEHARA
Main/Main10,FI,FI-EP3703370,JVCKENWOOD,EP,EP3703370,HIROYA NAKAMURA|SHIGERU FUKUSHIMA|HIDEKI TAKEHARA
Main/Main10,FI,FI-EP3703371,JVCKENWOOD,EP,EP3703371,HIROYA NAKAMURA|SHIGERU FUKUSHIMA|HIDEKI TAKEHARA
